,INDICATOR_ID,INDICATOR_LABEL_EN
484,ESG.LOWERSEC.NCOG.CONF.HIGHSES,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, high socio-economic status (%)"
485,ESG.LOWERSEC.NCOG.CONF.LOWSES,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, low socio-economic status (%)"
486,ESG.LOWERSEC.NCOG.CONF.LPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence – adjusted location parity index (LPIA)
487,ESG.LOWERSEC.NCOG.CONF.M,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, male (%)"
488,ESG.LOWERSEC.NCOG.CONF.RURAL,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, rural (%)"
489,ESG.LOWERSEC.NCOG.CONF.URBAN,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence, urban (%)"
490,ESG.LOWERSEC.NCOG.CONF.WPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Confidence – adjusted wealth parity index (WPIA)
491,ESG.LOWERSEC.NCOG.ENJO,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension - Enjoyment, both sexes (%)"
492,ESG.LOWERSEC.NCOG.ENJO.F,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, female (%)"
493,ESG.LOWERSEC.NCOG.ENJO.GPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment – adjusted gender parity index (GPIA)
494,ESG.LOWERSEC.NCOG.ENJO.HIGHSES,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, high socio-economic status (%)"
495,ESG.LOWERSEC.NCOG.ENJO.LOWSES,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, low socio-economic status (%)"
496,ESG.LOWERSEC.NCOG.ENJO.LPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment – adjusted location parity index (LPIA)
497,ESG.LOWERSEC.NCOG.ENJO.M,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, male (%)"
498,ESG.LOWERSEC.NCOG.ENJO.RURAL,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, rural (%)"
499,ESG.LOWERSEC.NCOG.ENJO.URBAN,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment, urban (%)"
500,ESG.LOWERSEC.NCOG.ENJO.WPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – Non-cognitive dimension – Enjoyment – adjusted wealth parity index (WPIA)
501,ESG.LOWERSEC.RURAL,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, rural (%)"
502,ESG.LOWERSEC.URBAN,"Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience, urban (%)"
503,ESG.LOWERSEC.WPIA,Percentage of students in lower secondary showing proficiency in knowledge of environmental science and geoscience – adjusted wealth parity index (WPIA)
504,EV1524P.2T5.V,"Proportion of 15- to 24-year-olds enrolled in vocational education, both sexes (%)"
505,EV1524P.2T5.V.F,"Proportion of 15- to 24-year-olds enrolled in vocational education, female (%)"
506,EV1524P.2T5.V.GPIA,"Proportion of 15-24 year-olds enrolled in vocational education, adjusted gender parity index (GPIA)"
507,EV1524P.2T5.V.M,"Proportion of 15- to 24-year-olds enrolled in vocational education, male (%)"
508,FHLANGILP.G2T3,"Percentage of students in early grades who have their first or home language as language of instruction, both sexes (%)"
509,FHLANGILP.G2T3.F,"Percentage of students in early grades who have their first or home language as language of instruction, female (%)"
510,FHLANGILP.G2T3.GPIA,"Percentage of students in early grades who have their first or home language as language of instruction, adjusted gender parity index (GPIA)"
511,FHLANGILP.G2T3.HIGHSES,"Percentage of students in early grades who have their first or home language as language of instruction, very affluent socioeconomic background, both sexes (%)"
512,FHLANGILP.G2T3.LOWSES,"Percentage of students in early grades who have their first or home language as language of instruction, very poor socioeconomic background, both sexes (%)"
513,FHLANGILP.G2T3.LPIA,"Percentage of students in early grades who have their first or home language as language of instruction, adjusted location parity index (LPIA)"
514,FHLANGILP.G2T3.M,"Percentage of students in early grades who have their first or home language as language of instruction, male (%)"
515,FHLANGILP.G2T3.RUR,"Percentage of students in early grades who have their first or home language as language of instruction, rural, both sexes (%)"
516,FHLANGILP.G2T3.URB,"Percentage of students in early grades who have their first or home language as language of instruction, urban, both sexes (%)"
517,FHLANGILP.G2T3.WPIA,"Percentage of students in early grades who have their first or home language as language of instruction, adjusted wealth parity index (WPIA)"
518,FHLANGILP.LOWERSEC,"Percentage of students in lower secondary education who have their first or home language as language of instruction, both sexes (%)"
519,FHLANGILP.LOWERSEC.F,"Percentage of students in lower secondary education who have their first or home language as language of instruction, female (%)"
520,FHLANGILP.LOWERSEC.GPIA,"Percentage of students at the end of lower secondary education who have their first or home language as language of instruction, adjusted gender parity index (GPIA)"
521,FHLANGILP.LOWERSEC.HIGHSES,"Percentage of students in lower secondary education who have their first or home language as language of instruction, very affluent socioeconomic background, both sexes (%)"
522,FHLANGILP.LOWERSEC.LOWSES,"Percentage of students in lower secondary education who have their first or home language as language of instruction, very poor socioeconomic background, both sexes (%)"
523,FHLANGILP.LOWERSEC.LPIA,"Percentage of students at the end of lower secondary education who have their first or home language as language of instruction, adjusted location parity index (LPIA)"
524,FHLANGILP.LOWERSEC.M,"Percentage of students in lower secondary education who have their first or home language as language of instruction, male (%)"
525,FHLANGILP.LOWERSEC.RUR,"Percentage of students in lower secondary education who have their first or home language as language of instruction, rural, both sexes (%)"
526,FHLANGILP.LOWERSEC.URB,"Percentage of students in lower secondary education who have their first or home language as language of instruction, urban, both sexes (%)"
527,FHLANGILP.LOWERSEC.WPIA,"Percentage of students at the end of lower secondary education who have their first or home language as language of instruction, adjusted wealth parity index (WPIA)"
528,FHLANGILP.PRIMARY,"Percentage of students at the end of primary education who have their first or home language as language of instruction, both sexes (%)"
529,FHLANGILP.PRIMARY.F,"Percentage of students at the end of primary education who have their first or home language as language of instruction, female (%)"
530,FHLANGILP.PRIMARY.GPIA,"Percentage of students at the end of primary education who have their first or home language as language of instruction, adjusted gender parity index (GPIA)"
531,FHLANGILP.PRIMARY.HIGHSES,"Percentage of students at the end of primary education who have their first or home language as language of instruction, very affluent socioeconomic background, both sexes (%)"
532,FHLANGILP.PRIMARY.LOWSES,"Percentage of students at the end of primary education who have their first or home language as language of instruction, very poor socioeconomic background, both sexes (%)"
533,FHLANGILP.PRIMARY.LPIA,"Percentage of students at the end of primary education who have their first or home language as language of instruction, adjusted location parity index (LPIA)"
534,FHLANGILP.PRIMARY.M,"Percentage of students at the end of primary education who have their first or home language as language of instruction, male (%)"
535,FHLANGILP.PRIMARY.RUR,"Percentage of students at the end of primary education who have their first or home language as language of instruction, rural, both sexes (%)"
536,FHLANGILP.PRIMARY.URB,"Percentage of students at the end of primary education who have their first or home language as language of instruction, urban, both sexes (%)"
537,FHLANGILP.PRIMARY.WPIA,"Percentage of students at the end of primary education who have their first or home language as language of instruction, adjusted wealth parity index (WPIA)"
538,GAR.5T8,"Gross attendance ratio for tertiary education, both sexes (%)"
539,GAR.5T8.F,"Gross attendance ratio for tertiary education, female (%)"
540,GAR.5T8.F.LPIA,"Gross attendance ratio for tertiary education, female, adjusted location parity index (LPIA)"
541,GAR.5T8.F.WPIA,"Gross attendance ratio for tertiary education, female, adjusted wealth parity index (WPIA)"
542,GAR.5T8.GPIA,"Gross attendance ratio for tertiary education, adjusted gender parity index (GPIA)"
543,GAR.5T8.LPIA,"Gross attendance ratio for tertiary education, adjusted location parity index (LPIA)"
544,GAR.5T8.M,"Gross attendance ratio for tertiary education, male (%)"
545,GAR.5T8.M.LPIA,"Gross attendance ratio for tertiary education, male, adjusted location parity index (LPIA)"
546,GAR.5T8.M.WPIA,"Gross attendance ratio for tertiary education, male, adjusted wealth parity index (WPIA)"
547,GAR.5T8.Q1,"Gross attendance ratio for tertiary education, poorest quintile, both sexes (%)"
548,GAR.5T8.Q1.F,"Gross attendance ratio for tertiary education, poorest quintile, female (%)"
549,GAR.5T8.Q1.F.LPIA,"Gross attendance ratio for tertiary education, poorest quintile, female, adjusted location parity index (LPIA)"
550,GAR.5T8.Q1.GPIA,"Gross attendance ratio for tertiary education, poorest quintile, adjusted gender parity index (GPIA)"
551,GAR.5T8.Q1.LPIA,"Gross attendance ratio for tertiary education, poorest quintile, adjusted location parity index (LPIA)"
552,GAR.5T8.Q1.M,"Gross attendance ratio for tertiary education, poorest quintile, male (%)"
553,GAR.5T8.Q1.M.LPIA,"Gross attendance ratio for tertiary education, poorest quintile, male, adjusted location parity index (LPIA)"
554,GAR.5T8.Q2,"Gross attendance ratio for tertiary education, second quintile, both sexes (%)"
555,GAR.5T8.Q2.F,"Gross attendance ratio for tertiary education, second quintile, female (%)"
556,GAR.5T8.Q2.F.LPIA,"Gross attendance ratio for tertiary education, second quintile, female, adjusted location parity index (LPIA)"
557,GAR.5T8.Q2.GPIA,"Gross attendance ratio for tertiary education, second quintile, adjusted gender parity index (GPIA)"
558,GAR.5T8.Q2.LPIA,"Gross attendance ratio for tertiary education, second quintile, adjusted location parity index (LPIA)"
559,GAR.5T8.Q2.M,"Gross attendance ratio for tertiary education, second quintile, male (%)"
560,GAR.5T8.Q2.M.LPIA,"Gross attendance ratio for tertiary education, second quintile, male, adjusted location parity index (LPIA)"
561,GAR.5T8.Q3,"Gross attendance ratio for tertiary education, middle quintile, both sexes (%)"
562,GAR.5T8.Q3.F,"Gross attendance ratio for tertiary education, middle quintile, female (%)"
563,GAR.5T8.Q3.F.LPIA,"Gross attendance ratio for tertiary education, middle quintile, female, adjusted location parity index (LPIA)"
564,GAR.5T8.Q3.GPIA,"Gross attendance ratio for tertiary education, middle quintile, adjusted gender parity index (GPIA)"
565,GAR.5T8.Q3.LPIA,"Gross attendance ratio for tertiary education, middle quintile, adjusted location parity index (LPIA)"
566,GAR.5T8.Q3.M,"Gross attendance ratio for tertiary education, middle quintile, male (%)"
567,GAR.5T8.Q3.M.LPIA,"Gross attendance ratio for tertiary education, middle quintile, male, adjusted location parity index (LPIA)"
568,GAR.5T8.Q4,"Gross attendance ratio for tertiary education, fourth quintile, both sexes (%)"
569,GAR.5T8.Q4.F,"Gross attendance ratio for tertiary education, fourth quintile, female (%)"
570,GAR.5T8.Q4.F.LPIA,"Gross attendance ratio for tertiary education, fourth quintile, female, adjusted location parity index (LPIA)"
571,GAR.5T8.Q4.GPIA,"Gross attendance ratio for tertiary education, fourth quintile, adjusted gender parity index (GPIA)"
572,GAR.5T8.Q4.LPIA,"Gross attendance ratio for tertiary education, fourth quintile, adjusted location parity index (LPIA)"
573,GAR.5T8.Q4.M,"Gross attendance ratio for tertiary education, fourth quintile, male (%)"
574,GAR.5T8.Q4.M.LPIA,"Gross attendance ratio for tertiary education, fourth quintile, male, adjusted location parity index (LPIA)"
575,GAR.5T8.Q5,"Gross attendance ratio for tertiary education, richest quintile, both sexes (%)"
576,GAR.5T8.Q5.F,"Gross attendance ratio for tertiary education, richest quintile, female (%)"
577,GAR.5T8.Q5.F.LPIA,"Gross attendance ratio for tertiary education, richest quintile, female, adjusted location parity index (LPIA)"
578,GAR.5T8.Q5.GPIA,"Gross attendance ratio for tertiary education, richest quintile, adjusted gender parity index (GPIA)"
579,GAR.5T8.Q5.LPIA,"Gross attendance ratio for tertiary education, richest quintile, adjusted location parity index (LPIA)"
580,GAR.5T8.Q5.M,"Gross attendance ratio for tertiary education, richest quintile, male (%)"
581,GAR.5T8.Q5.M.LPIA,"Gross attendance ratio for tertiary education, richest quintile, male, adjusted location parity index (LPIA)"
582,GAR.5T8.RUR,"Gross attendance ratio for tertiary education, rural, both sexes (%)"
583,GAR.5T8.RUR.F,"Gross attendance ratio for tertiary education, rural, female (%)"
584,GAR.5T8.RUR.F.WPIA,"Gross attendance ratio for tertiary education, rural, female, adjusted wealth parity index (WPIA)"
585,GAR.5T8.RUR.GPIA,"Gross attendance ratio for tertiary education, rural, adjusted gender parity index (GPIA)"
586,GAR.5T8.RUR.M,"Gross attendance ratio for tertiary education, rural, male (%)"
587,GAR.5T8.RUR.M.WPIA,"Gross attendance ratio for tertiary education, rural, male, adjusted wealth parity index (WPIA)"
588,GAR.5T8.RUR.Q1,"Gross attendance ratio for tertiary education, rural, poorest quintile, both sexes (%)"
589,GAR.5T8.RUR.Q1.F,"Gross attendance ratio for tertiary education, rural, poorest quintile, female (%)"
590,GAR.5T8.RUR.Q1.GPIA,"Gross attendance ratio for tertiary education, rural, poorest quintile, adjusted gender parity index (GPIA)"
591,GAR.5T8.RUR.Q1.M,"Gross attendance ratio for tertiary education, rural, poorest quintile, male (%)"
592,GAR.5T8.RUR.Q2,"Gross attendance ratio for tertiary education, rural, second quintile, both sexes (%)"
593,GAR.5T8.RUR.Q2.F,"Gross attendance ratio for tertiary education, rural, second quintile, female (%)"
594,GAR.5T8.RUR.Q2.GPIA,"Gross attendance ratio for tertiary education, rural, second quintile, adjusted gender parity index (GPIA)"
595,GAR.5T8.RUR.Q2.M,"Gross attendance ratio for tertiary education, rural, second quintile, male (%)"
596,GAR.5T8.RUR.Q3,"Gross attendance ratio for tertiary education, rural, middle quintile, both sexes (%)"
597,GAR.5T8.RUR.Q3.F,"Gross attendance ratio for tertiary education, rural, middle quintile, female (%)"
598,GAR.5T8.RUR.Q3.GPIA,"Gross attendance ratio for tertiary education, rural, middle quintile, adjusted gender parity index (GPIA)"
599,GAR.5T8.RUR.Q3.M,"Gross attendance ratio for tertiary education, rural, middle quintile, male (%)"
600,GAR.5T8.RUR.Q4,"Gross attendance ratio for tertiary education, rural, fourth quintile, both sexes (%)"
601,GAR.5T8.RUR.Q4.F,"Gross attendance ratio for tertiary education, rural, fourth quintile, female (%)"
602,GAR.5T8.RUR.Q4.GPIA,"Gross attendance ratio for tertiary education, rural, fourth quintile, adjusted gender parity index (GPIA)"
603,GAR.5T8.RUR.Q4.M,"Gross attendance ratio for tertiary education, rural, fourth quintile, male (%)"
604,GAR.5T8.RUR.Q5,"Gross attendance ratio for tertiary education, rural, richest quintile, both sexes (%)"
605,GAR.5T8.RUR.Q5.F,"Gross attendance ratio for tertiary education, rural, richest quintile, female (%)"
606,GAR.5T8.RUR.Q5.GPIA,"Gross attendance ratio for tertiary education, rural, richest quintile, adjusted gender parity index (GPIA)"
607,GAR.5T8.RUR.Q5.M,"Gross attendance ratio for tertiary education, rural, richest quintile, male (%)"
608,GAR.5T8.RUR.WPIA,"Gross attendance ratio for tertiary education, rural, adjusted wealth parity index (WPIA)"
609,GAR.5T8.URB,"Gross attendance ratio for tertiary education, urban, both sexes (%)"
610,GAR.5T8.URB.F,"Gross attendance ratio for tertiary education, urban, female (%)"
611,GAR.5T8.URB.F.WPIA,"Gross attendance ratio for tertiary education, urban, female, adjusted wealth parity index (WPIA)"
612,GAR.5T8.URB.GPIA,"Gross attendance ratio for tertiary education, urban, adjusted gender parity index (GPIA)"
613,GAR.5T8.URB.M,"Gross attendance ratio for tertiary education, urban, male (%)"
614,GAR.5T8.URB.M.WPIA,"Gross attendance ratio for tertiary education, urban, male, adjusted wealth parity index (WPIA)"
615,GAR.5T8.URB.Q1,"Gross attendance ratio for tertiary education, urban, poorest quintile, both sexes (%)"
616,GAR.5T8.URB.Q1.F,"Gross attendance ratio for tertiary education, urban, poorest quintile, female (%)"
617,GAR.5T8.URB.Q1.GPIA,"Gross attendance ratio for tertiary education, urban, poorest quintile, adjusted gender parity index (GPIA)"
618,GAR.5T8.URB.Q1.M,"Gross attendance ratio for tertiary education, urban, poorest quintile, male (%)"
619,GAR.5T8.URB.Q2,"Gross attendance ratio for tertiary education, urban, second quintile, both sexes (%)"
620,GAR.5T8.URB.Q2.F,"Gross attendance ratio for tertiary education, urban, second quintile, female (%)"
621,GAR.5T8.URB.Q2.GPIA,"Gross attendance ratio for tertiary education, urban, second quintile, adjusted gender parity index (GPIA)"
622,GAR.5T8.URB.Q2.M,"Gross attendance ratio for tertiary education, urban, second quintile, male (%)"
623,GAR.5T8.URB.Q3,"Gross attendance ratio for tertiary education, urban, middle quintile, both sexes (%)"
624,GAR.5T8.URB.Q3.F,"Gross attendance ratio for tertiary education, urban, middle quintile, female (%)"
625,GAR.5T8.URB.Q3.GPIA,"Gross attendance ratio for tertiary education, urban, middle quintile, adjusted gender parity index (GPIA)"
626,GAR.5T8.URB.Q3.M,"Gross attendance ratio for tertiary education, urban, middle quintile, male (%)"
627,GAR.5T8.URB.Q4,"Gross attendance ratio for tertiary education, urban, fourth quintile, both sexes (%)"
628,GAR.5T8.URB.Q4.F,"Gross attendance ratio for tertiary education, urban, fourth quintile, female (%)"
629,GAR.5T8.URB.Q4.GPIA,"Gross attendance ratio for tertiary education, urban, fourth quintile, adjusted gender parity index (GPIA)"
630,GAR.5T8.URB.Q4.M,"Gross attendance ratio for tertiary education, urban, fourth quintile, male (%)"
631,GAR.5T8.URB.Q5,"Gross attendance ratio for tertiary education, urban, richest quintile, both sexes (%)"
632,GAR.5T8.URB.Q5.F,"Gross attendance ratio for tertiary education, urban, richest quintile, female (%)"
633,GAR.5T8.URB.Q5.GPIA,"Gross attendance ratio for tertiary education, urban, richest quintile, adjusted gender parity index (GPIA)"
634,GAR.5T8.URB.Q5.M,"Gross attendance ratio for tertiary education, urban, richest quintile, male (%)"
635,GAR.5T8.URB.WPIA,"Gross attendance ratio for tertiary education, urban, adjusted wealth parity index (WPIA)"
636,GAR.5T8.WPIA,"Gross attendance ratio for tertiary education, adjusted wealth parity index (WPIA)"
637,GCS.LOWERSEC,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, both sexes (%)"
638,GCS.LOWERSEC.COG,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, both sexes (%)"
639,GCS.LOWERSEC.COG.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, female (%)"
640,GCS.LOWERSEC.COG.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, adjusted gender parity index (GPIA)"
641,GCS.LOWERSEC.COG.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, high socio-economic status (%)"
642,GCS.LOWERSEC.COG.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, low socio-economic status (%)"
643,GCS.LOWERSEC.COG.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, adjusted location parity index (LPIA)"
644,GCS.LOWERSEC.COG.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, male (%)"
645,GCS.LOWERSEC.COG.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, rural (%)"
646,GCS.LOWERSEC.COG.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, urban (%)"
647,GCS.LOWERSEC.COG.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability - Cognitive Dimension, adjusted wealth parity index (WPIA)"
648,GCS.LOWERSEC.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, female (%)"
649,GCS.LOWERSEC.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, adjusted gender parity index (GPIA)"
650,GCS.LOWERSEC.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, high socio-economic status (%)"
651,GCS.LOWERSEC.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, low socio-economic status (%)"
652,GCS.LOWERSEC.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, adjusted location parity index (LPIA)"
653,GCS.LOWERSEC.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability, male (%)"
654,GCS.LOWERSEC.NCOG.FREE,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, both sexes (%)"
655,GCS.LOWERSEC.NCOG.FREE.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, female (%)"
656,GCS.LOWERSEC.NCOG.FREE.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, adjusted gender parity index (GPIA)"
657,GCS.LOWERSEC.NCOG.FREE.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, high socio-economic status (%)"
658,GCS.LOWERSEC.NCOG.FREE.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, low socio-economic status (%)"
659,GCS.LOWERSEC.NCOG.FREE.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, adjusted location parity index (LPIA)"
660,GCS.LOWERSEC.NCOG.FREE.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, male (%)"
661,GCS.LOWERSEC.NCOG.FREE.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, rural (%)"
662,GCS.LOWERSEC.NCOG.FREE.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, urban (%)"
663,GCS.LOWERSEC.NCOG.FREE.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Freedom, adjusted wealth parity index (WPIA)"
664,GCS.LOWERSEC.NCOG.GEQU,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, both sexes (%)"
665,GCS.LOWERSEC.NCOG.GEQU.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, female (%)"
666,GCS.LOWERSEC.NCOG.GEQU.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, adjusted gender parity index (GPIA)"
667,GCS.LOWERSEC.NCOG.GEQU.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, high socio-economic status (%)"
668,GCS.LOWERSEC.NCOG.GEQU.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, low socio-economic status (%)"
669,GCS.LOWERSEC.NCOG.GEQU.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, adjusted location parity index (LPIA)"
670,GCS.LOWERSEC.NCOG.GEQU.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, male (%)"
671,GCS.LOWERSEC.NCOG.GEQU.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, rural (%)"
672,GCS.LOWERSEC.NCOG.GEQU.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, urban (%)"
673,GCS.LOWERSEC.NCOG.GEQU.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Gender equality, adjusted wealth parity index (WPIA)"
674,GCS.LOWERSEC.NCOG.GLOC,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, both sexes (%)"
675,GCS.LOWERSEC.NCOG.GLOC.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, female (%)"
676,GCS.LOWERSEC.NCOG.GLOC.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, adjusted gender parity index (GPIA)"
677,GCS.LOWERSEC.NCOG.GLOC.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, high socio-economic status (%)"
678,GCS.LOWERSEC.NCOG.GLOC.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, low socio-economic status (%)"
679,GCS.LOWERSEC.NCOG.GLOC.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, adjusted location parity index (LPIA)"
680,GCS.LOWERSEC.NCOG.GLOC.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, male (%)"
681,GCS.LOWERSEC.NCOG.GLOC.RURAL,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, rural (%)"
682,GCS.LOWERSEC.NCOG.GLOC.URBAN,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, urban (%)"
683,GCS.LOWERSEC.NCOG.GLOC.WPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Global-local thinking, adjusted wealth parity index (WPIA)"
684,GCS.LOWERSEC.NCOG.MULT,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, both sexes (%)"
685,GCS.LOWERSEC.NCOG.MULT.F,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, female (%)"
686,GCS.LOWERSEC.NCOG.MULT.GPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, adjusted gender parity index (GPIA)"
687,GCS.LOWERSEC.NCOG.MULT.HIGHSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, high socio-economic status (%)"
688,GCS.LOWERSEC.NCOG.MULT.LOWSES,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, low socio-economic status (%)"
689,GCS.LOWERSEC.NCOG.MULT.LPIA,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, adjusted location parity index (LPIA)"
690,GCS.LOWERSEC.NCOG.MULT.M,"Percentage of students in lower secondary showing adequate understanding of issues relating to global citizenship and sustainability – Non-cognitive Dimension – Multiculturalism, male (%)"
