,INDICATOR_ID,INDICATOR_LABEL_EN
303,CR.3.RUR.Q2.M,"Completion rate, upper secondary education, rural, second quintile, male (%)"
304,CR.3.RUR.Q3,"Completion rate, upper secondary education, rural, middle quintile, both sexes (%)"
305,CR.3.RUR.Q3.F,"Completion rate, upper secondary education, rural, middle quintile, female (%)"
306,CR.3.RUR.Q3.GPIA,"Completion rate, upper secondary education, rural, middle quintile, adjusted gender parity index (GPIA)"
307,CR.3.RUR.Q3.M,"Completion rate, upper secondary education, rural, middle quintile, male (%)"
308,CR.3.RUR.Q4,"Completion rate, upper secondary education, rural, fourth quintile, both sexes (%)"
309,CR.3.RUR.Q4.F,"Completion rate, upper secondary education, rural, fourth quintile, female (%)"
310,CR.3.RUR.Q4.GPIA,"Completion rate, upper secondary education, rural, fourth quintile, adjusted gender parity index (GPIA)"
311,CR.3.RUR.Q4.M,"Completion rate, upper secondary education, rural, fourth quintile, male (%)"
312,CR.3.RUR.Q5,"Completion rate, upper secondary education, rural, richest quintile, both sexes (%)"
313,CR.3.RUR.Q5.F,"Completion rate, upper secondary education, rural, richest quintile, female (%)"
314,CR.3.RUR.Q5.GPIA,"Completion rate, upper secondary education, rural, richest quintile, adjusted gender parity index (GPIA)"
315,CR.3.RUR.Q5.M,"Completion rate, upper secondary education, rural, richest quintile, male (%)"
316,CR.3.RUR.WPIA,"Completion rate, upper secondary education, rural, adjusted wealth parity index (WPIA)"
317,CR.3.URB,"Completion rate, upper secondary education, urban, both sexes (%)"
318,CR.3.URB.F,"Completion rate, upper secondary education, urban, female (%)"
319,CR.3.URB.F.WPIA,"Completion rate, upper secondary education, urban, female, adjusted wealth parity index (WPIA)"
320,CR.3.URB.GPIA,"Completion rate, upper secondary education, urban, adjusted gender parity index (GPIA)"
321,CR.3.URB.M,"Completion rate, upper secondary education, urban, male (%)"
322,CR.3.URB.M.WPIA,"Completion rate, upper secondary education, urban, male, adjusted wealth parity index (WPIA)"
323,CR.3.URB.Q1,"Completion rate, upper secondary education, urban, poorest quintile, both sexes (%)"
324,CR.3.URB.Q1.F,"Completion rate, upper secondary education, urban, poorest quintile, female (%)"
325,CR.3.URB.Q1.GPIA,"Completion rate, upper secondary education, urban, poorest quintile, adjusted gender parity index (GPIA)"
326,CR.3.URB.Q1.M,"Completion rate, upper secondary education, urban, poorest quintile, male (%)"
327,CR.3.URB.Q2,"Completion rate, upper secondary education, urban, second quintile, both sexes (%)"
328,CR.3.URB.Q2.F,"Completion rate, upper secondary education, urban, second quintile, female (%)"
329,CR.3.URB.Q2.GPIA,"Completion rate, upper secondary education, urban, second quintile, adjusted gender parity index (GPIA)"
330,CR.3.URB.Q2.M,"Completion rate, upper secondary education, urban, second quintile, male (%)"
331,CR.3.URB.Q3,"Completion rate, upper secondary education, urban, middle quintile, both sexes (%)"
332,CR.3.URB.Q3.F,"Completion rate, upper secondary education, urban, middle quintile, female (%)"
333,CR.3.URB.Q3.GPIA,"Completion rate, upper secondary education, urban, middle quintile, adjusted gender parity index (GPIA)"
334,CR.3.URB.Q3.M,"Completion rate, upper secondary education, urban, middle quintile, male (%)"
335,CR.3.URB.Q4,"Completion rate, upper secondary education, urban, fourth quintile, both sexes (%)"
336,CR.3.URB.Q4.F,"Completion rate, upper secondary education, urban, fourth quintile, female (%)"
337,CR.3.URB.Q4.GPIA,"Completion rate, upper secondary education, urban, fourth quintile, adjusted gender parity index (GPIA)"
338,CR.3.URB.Q4.M,"Completion rate, upper secondary education, urban, fourth quintile, male (%)"
339,CR.3.URB.Q5,"Completion rate, upper secondary education, urban, richest quintile, both sexes (%)"
340,CR.3.URB.Q5.F,"Completion rate, upper secondary education, urban, richest quintile, female (%)"
341,CR.3.URB.Q5.GPIA,"Completion rate, upper secondary education, urban, richest quintile, adjusted gender parity index (GPIA)"
342,CR.3.URB.Q5.M,"Completion rate, upper secondary education, urban, richest quintile, male (%)"
343,CR.3.URB.WPIA,"Completion rate, upper secondary education, urban, adjusted wealth parity index (WPIA)"
344,CR.3.WPIA,"Completion rate, upper secondary education, adjusted wealth parity index (WPIA)"
345,DL,Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills (%)
346,DL.F,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, female (%)"
347,DL.GPIA,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, adjusted gender parity index (GPIA)"
348,DL.HIGHSES,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, high socio-economic status (%)"
349,DL.LOWSES,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, low socio-economic status (%)"
350,DL.M,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, male (%)"
351,DL.OLDERADULTS,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, older adults(%)"
352,DL.WITHOUTTERTIARY,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, without tertiary education (%)"
353,DL.WITHTERTIARY,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, with tertiary education (%)"
354,DL.WPIA,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, adjusted wealth parity index (WPIA)"
355,DL.YOUNGERADULTS,"Percentage of youth/adults who have achieved at least a minimum level of proficiency in digital literacy skills, younger adults (%)"
356,EA.1T8.AG25T99,"Educational attainment rate, completed primary education or higher, population 25+ years, both sexes (%)"
357,EA.1T8.AG25T99.F,"Educational attainment rate, completed primary education or higher, population 25+ years, female (%)"
358,EA.1T8.AG25T99.GPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
359,EA.1T8.AG25T99.M,"Educational attainment rate, completed primary education or higher, population 25+ years, male (%)"
360,EA.1T8.AG25T99.RUR,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, both sexes (%)"
361,EA.1T8.AG25T99.RUR.F,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, female (%)"
362,EA.1T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
363,EA.1T8.AG25T99.RUR.M,"Educational attainment rate, completed primary education or higher, population 25+ years, rural, male (%)"
364,EA.1T8.AG25T99.URB,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, both sexes (%)"
365,EA.1T8.AG25T99.URB.F,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, female (%)"
366,EA.1T8.AG25T99.URB.GPIA,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
367,EA.1T8.AG25T99.URB.M,"Educational attainment rate, completed primary education or higher, population 25+ years, urban, male (%)"
368,EA.2T8.AG25T99,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, both sexes (%)"
369,EA.2T8.AG25T99.F,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, female (%)"
370,EA.2T8.AG25T99.GPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
371,EA.2T8.AG25T99.M,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, male (%)"
372,EA.2T8.AG25T99.RUR,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, both sexes (%)"
373,EA.2T8.AG25T99.RUR.F,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, female (%)"
374,EA.2T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
375,EA.2T8.AG25T99.RUR.M,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, rural, male (%)"
376,EA.2T8.AG25T99.URB,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, both sexes (%)"
377,EA.2T8.AG25T99.URB.F,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, female (%)"
378,EA.2T8.AG25T99.URB.GPIA,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
379,EA.2T8.AG25T99.URB.M,"Educational attainment rate, completed lower secondary education or higher, population 25+ years, urban, male (%)"
380,EA.3T8.AG25T99,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, both sexes (%)"
381,EA.3T8.AG25T99.F,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, female (%)"
382,EA.3T8.AG25T99.GPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
383,EA.3T8.AG25T99.M,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, male (%)"
384,EA.3T8.AG25T99.RUR,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, rural, both sexes (%)"
385,EA.3T8.AG25T99.RUR.F,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, rural, female (%)"
386,EA.3T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
387,EA.3T8.AG25T99.RUR.M,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, rural, male (%)"
388,EA.3T8.AG25T99.URB,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, both sexes (%)"
389,EA.3T8.AG25T99.URB.F,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, female (%)"
390,EA.3T8.AG25T99.URB.GPIA,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
391,EA.3T8.AG25T99.URB.M,"Educational attainment rate, completed upper secondary education or higher, population 25+ years, urban, male (%)"
392,EA.4T8.AG25T99,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, both sexes (%)"
393,EA.4T8.AG25T99.F,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, female (%)"
394,EA.4T8.AG25T99.GPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
395,EA.4T8.AG25T99.M,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, male (%)"
396,EA.4T8.AG25T99.RUR,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, both sexes (%)"
397,EA.4T8.AG25T99.RUR.F,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, female (%)"
398,EA.4T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
399,EA.4T8.AG25T99.RUR.M,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, rural, male (%)"
400,EA.4T8.AG25T99.URB,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, both sexes (%)"
401,EA.4T8.AG25T99.URB.F,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, female (%)"
402,EA.4T8.AG25T99.URB.GPIA,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, adjusted gender parity index (GPIA)"
403,EA.4T8.AG25T99.URB.M,"Educational attainment rate, completed post-secondary non-tertiary education or higher, population 25+ years, urban, male (%)"
404,EA.5T8.AG25T99,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, both sexes (%)"
405,EA.5T8.AG25T99.F,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, female (%)"
406,EA.5T8.AG25T99.GPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, adjusted gender parity index (GPIA)"
407,EA.5T8.AG25T99.M,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, male (%)"
408,EA.5T8.AG25T99.RUR,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, rural, both sexes (%)"
409,EA.5T8.AG25T99.RUR.F,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, rural, female (%)"
410,EA.5T8.AG25T99.RUR.GPIA,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, rural, adjusted gender parity index (GPIA)"
411,EA.5T8.AG25T99.RUR.M,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, rural, male (%)"
412,EA.5T8.AG25T99.URB,"Educational attainment rate, completed short-cycle tertiary education or higher, population 25+ years, urban, both sexes (%)"
